workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
A166KQXO5A8MA3	3VJ40NV2QIOSBDNJWA2SRVE5QCFOTJ	InsertOnlyPostiveposts	974	no	no	no	no	no	no	no	no	no	no	no	unsure	no	no	no	no	indifferent	yes	indifferent	no	no	I mean I hate spam as much as anyone else but I still feel its a violation of rights.	Facebook should just show what we want to see and stop meddling into our personal lives. I mean they are sort of violating privacy measures.	It is violating our rights.	Violation of our privacy rights	Once again this is a violating of our privacy and rights.	If they consent to a study such as this it is there choice.	Why wouldn't I want someone else to take advantage of earning money.	I do not care one way or the other	I wouldn't want anyone to feel the panic that would involve.	This would make me panic and feel like I have messed up and I wouldn't want anyone else to go through that.
A167SYXGXFU7C8	3YJ6NA41JBHGIA3FZG13EPWM2AYPJ0	NoAdvertising	731	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	i do not see any problem					participants will not be identified and will remain anonymous	Participants will not be identified and will remain anonymous			
A169O1XBS7YW69	37W3JXSD669WX8VFX2G1G6J68KKYWQ	Control	283	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	caution	yes	indifferent	indifferent	indifferent	yes	indifferent										
A16AXQ11SZA8SQ	33IZTU6J812EQMOW81KY039C0S4SXR	UnnamedCompany	1398	no	no	no	no	no	yes	no	no	no	no	yes	no	no	caution	no	yes	no	no	indifferent	no	yes	It's wrong to involve people in scientific studies without their knowledge and permission.	Playing mind games with people is wrong.	I think the researchers should advise the subjects to change their passwords, just in case.  This will also serve to teach the subjects about the dangers of trusting anything anybody does or says on the Internet (which they should have know, but obviously didn't, if they provided their passwords).	There are other ways to teach people how to protect themselves fro phishing or spoof attacks, without tricking them into divulging their passwords.	Warning subjects that their Online behavior (and computer security measures) are inadequate could give them the information they need to browse the Internet more safely.	Even though the researchers aren't actively collecting participants' information, it's impossible to insure that such information is not collected or used for nefarious purposes (especially if the researcher's computer is compromised).	It's wrong to mess with people's minds, especially if you don't warn them, so they can protect themselves against the mind games.	I'm uneasy about researchers collecting passwords, but since the subjects will be told the true purpose of the study after it's complete, the subjects will be able to change their passwords (just in case the researcher database is compromised).	I already know how people fall victim to phishing attacks, and there is already plenty of information out there (including the Help pages of most major websites, like banks, credit cards, and even Amazon.com).	This will teach people to be more careful with their Online activities.
A16BMNWWRFE0IE	3LJ7UR74RHEQC78HGU174Y28K16N4G	WithoutImprovingProduct	259	yes	no	yes	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	no	yes	no	no	no				Have to make sure respondents don't get screwed.					Too much risk	
A16EOGUUS47K5O	3X87C8JFV6CUHPNKMNP66VDJ3SOSQ7	InsertOnlyPostiveposts	812	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	yes	yes	caution	no	indifferent	indifferent	indifferent	indifferent		The results from this experiment would be interesting			They will have to be aware that many people are just going to discontinue the study when presented with that warning screen so they may not get the results they are searching for	I wouldn't want someone I know to have to be in a situation like this even if it was in an experiment.			I think this may be a good experiment to have on a college campus but I don't necessarily feel that a person I cared about would really need to be involved in this. They may benefit if they are involved though.	I feel that taking on that perceived risk would be up to the person in question
A16ESKH6EEZ7L2	3IAEQB9FMELTZX0O16TN3L95QQEWD4	Twitter	353	yes	no	yes	no	no	no	no	no	no	no	no	no	yes	caution	unsure	caution	no	yes	indifferent	yes	yes										
A16HTXB0BQ6YBM	3180JW2OT4DCP0LWF1SPGJR5BHK5JV	UnnamedCompany	685	yes	no	no	no	no	no	no	no	no	no	no	unsure	no	caution	no	caution	no	no	no	no	yes		See above				The participants are unaware of of any monitoring...I think they should know if they are participating in a study.	I think it defeats the purpose of having your friends on a social network site. The purpose is to share things, not to exclude post in order to gain data for an outside entity. 	The whole thing sounds iffy. This could be a tactic a hacker would use as opposed to what is stated.		
A16J0T6NRNX5YX	37TD41K0AHAQNOD1H5OBMQO2ZD3CS2	InsertOnlyPostiveposts	1944	yes	no	yes	no	no	no	no	no	no	no	no	unsure	unsure	yes	caution	yes	no	no	yes	indifferent	no	I don't think it's a good idea to risk people being possibly scammed. Why not just create something from scratch instead of trying to control something which was actually made by spammers?	I don't think that Facebook should be allowed any control over what people see on their Facebook in general. I have already heard they give priority in your news feed to people who pay them to be put ahead of others.		As long as they are not actually trying to steal people's passwords and they make everything very clear at the end, I can't see anything really negative about this research.	Again, there is nothing weird about the way this survey is being conducted and I don't see anything wrong with it.	It sounds a bit risky and I don't like the idea that spammers actually could be collecting information or even stealing people's money if the researchers messed up when trying to route the subjects to a fake scam site and instead they actually ended up on the real spam site.	I don't like the idea of Facebook doing psychological research on me or anyone I know. I don't trust Facebook at all. Massive corporations should not be studying psychology.		I can't see any negative consequences that could occur from participating in that kind of research so I have no preference whether or not I want them to be included, that's up to them.	I see nothing questionable about the way this study is being conducted at all.
A16J4BMYULRUZ7	3QXNC7EIPIWOOHMMWJV0AUHBYXC09B	Twitter	396	no	no	no	no	no	no	no	no	no	no	no	caution	yes	unsure	yes	caution	no	yes	no	yes	indifferent										
A16KARFDO16CMV	39PAAFCODM1N1XWGXMO6MN8DM1ZTV5	Twitter	755	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	See just how effective spam emails are. It might even prove their ineffectiveness and stop them once and for all.	It would help answer some questions surrounding the effects of social media.	No real harm will be done and it should open up some people's eyes as to the dangers of internet piracy. 	It happens too often at my school. Some tips would be nice so people stop falling for it.	Allow people to see true danger of internet.	No harm will come to them or their bank account	Does not seem like a terrible experiment. No real harm would be done. 		Their information will be safe	No real harm done.
A16LF7BWBBFI6H	3HMIGG0U4L7L77ZXZZ0V2QGKQ6U8YK	InsertOnlyPostiveposts	1110	no	no	no	no	no	no	no	no	no	no	no	unsure	unsure	yes	unsure	caution	indifferent	indifferent	indifferent	indifferent	indifferent	People do not know they are part of the study, have not agreed to be in a study and will not be informed after	The people's post being studied or used have not agreed to be in a study, however this could be considered data that belongs to Facebook so it might be like any other store or internet company using their data or manipulating it to see what happens	They are not taking actual passwords, participants have agreed to be in a study	Not sure because the students didn't agree to the study before it happened to them						
A16M3Z8PFAN9KW	3NPI0JQDAO6AWDZKBAF7GVJV0FHTP7	NoAdvertising	742	yes	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	yes	I think that the means to obtain data is fraudulent. Participants should at least be informed that they are part of an experiment, though details can be held until the experiment is over.	I think that the data is obtained using fraudulent means. Participants should at least be informed and consent to be part of an experiment.	The researchers has not demonstrated that they can keep the password safe.	Participants should at least be informed and consent to be part of an experiment before it begin.	As long as participants are informed of the risks and consent to be part of an experiment, details and purpose of the experiment can be divulged later.					
A16M5476C64J25	3KB8R4ZV1E84NEC485YZMSZHTI6BG9	WithoutRemovingPositivePosts	902	no	no	yes	no	no	no	no	no	no	no	no	yes	unsure	yes	yes	caution	indifferent	no	yes	yes	yes	The design seems to mimic the intended result in a responsible way, since participants are not asked or expected to make an actual purchase.	The description above does not state whether participants are informed of their participation, and thus, may unknowingly encounter ill effects.	Because researchers do not plan to store password data, and also inform participants about predatory techniques, the research seems responsible. Participants will also gain an understanding of ways to protect themselves in the future.	It seems that all parties are given reasonable information about the study, either before or after, permission is requested, participants can learn from their experiences, etc.	At the end of the experiment, researchers should provide participants with an explanation of why their choice of action facing a security risk was either helpful or harmful. This will help them learn about best practices going forward.	Even though researchers may not want to send spam, they would still be sending spam. This would be an annoyance.	There seems to be potential harm to participants.	The design seems responsible given that some participants could become alarmed. However, this study seems to take into consideration participant anxiety.	Phishing is so common, and people I know so commonly respond, that I would like them to learn about the technique so that they do not participate in the future.	This seems like valuable research, and the risk of harm during participation is low.
